line,city,state code,postal code,property_id,rdc_web_url,original description,normalized description,keyword_label,human label
5103 N Jefferson St,Spokane,WA,99205,M2432210821,https://www.realtor.com/realestateandhomes-detail/5103-N-Jefferson-St_Spokane_WA_99205_M24322-10821,"2 Bedroom 1 bath northwest Shadle/Garland home on corner lot. This home, built in 1910, features 936 sq ft up and 600 sq ft basement for a total of 1536 sq ft, wood floors on the main floor, unfinished basement with possible potential for additional bedroom down. Larger detached garage with multi car carport. The home needs some updating but has potential to be a cozy home or great rental. Alley.",2 bedroom 1 bath northwest shadlegarland home corner lot home build 1910 feature 936 sq ft 600 sq ft basement total 1536 sq ft wood floor main floor unfinished basement possible potential additional bedroom larger detach garage multi car carport home need update potential cozy home great rental alley,not-distressed,distressed
1727 S Shelmerdine Ct E,Salt Lake City,UT,84115,M1399290761,https://www.realtor.com/realestateandhomes-detail/1727-S-Shelmerdine-Ct_South-Salt-Lake_UT_84115_M13992-90761,"MULTIPLE OFFERS. SHOWINGS THROUGH FRIDAY 11/13/2020 AT 5:00. This charming Bungalow on a dead end street has plenty of character and charm. Located in Liberty Wells on a quiet culdesac the home welcomes you with its inviting curb appeal and spacious front porch. The inside boasts arched entryways, beautiful living areas and a kitchen with all new appliances. The private backyard will be your oasis with its covered patio and private setting. The roof was replaced in 2015, the one car garage has been added as well. The home has plenty of storage as well. Google fiber is ran to the house to enjoy fast internet. Close to Liberty Park, restaurants, downtown, sugarhouse and freeway accessibility this house has it all. This will not last long. Please follow all Covid-19 requirements, including all individuals need to wear masks, sanitize and showings to be limited to agent and two buyers. Square footage figures are provided as a courtesy estimate only and were obtained from the county assessor . Buyer is advised to obtain an independent measurement.",multiple offer show friday 11132020 500 charm bungalow dead end street plenty character charm locate liberty well quiet culdesac home welcome invite curb appeal spacious front porch inside boast arch entryways beautiful live areas kitchen new appliances private backyard oasis cover patio private set roof replace 2015 one car garage add well home plenty storage well google fiber run house enjoy fast internet close liberty park restaurants downtown sugarhouse freeway accessibility house last long please follow covid19 requirements include individuals need wear mask sanitize show limit agent two buyers square footage figure provide courtesy estimate obtain county assessor buyer advise obtain independent measurement,distressed,not-distressed
452 Myrtle St NW,Grand Rapids,MI,49504,M3764682502,https://www.realtor.com/realestateandhomes-detail/452-Myrtle-St-NW_Grand-Rapids_MI_49504_M37646-82502,"two bedroom, 1 bath home on a corner lot that will need a little TLC. Easy access to express way and shopping is close also.",two bedroom 1 bath home corner lot need little tlc easy access express way shop close also,distressed,distressed
1301 E Myrtle St,Lakeland,FL,33801,M5839946684,https://www.realtor.com/realestateandhomes-detail/1301-E-Myrtle-St_Lakeland_FL_33801_M58399-46684,"Cash Only. This 2 bedroom, 1.5 bath home sits on a double fenced in lot, with a unique back yard! The back of the home features an extra space that can be used as a 3rd bedroom or office. The back yard is great for entertaining guests! There are several different areas to entertain, from the covered bar area, she shed , pool, fire pit and grill area. There is also a large amount of storage and work shop space. If you enjoy gardening, there are already several different types of fruit trees throughout the yard and plenty of space to add more! The home is located close to downtown and I-4. More pictures to come. Schedule your appointment to view this home!",cash 2 bedroom 15 bath home sit double fence lot unique back yard back home feature extra space use 3rd bedroom office back yard great entertain guests several different areas entertain cover bar area shed pool fire pit grill area also large amount storage work shop space enjoy garden already several different type fruit tree throughout yard plenty space add home locate close downtown i4 picture come schedule appointment view home,distressed,distressed
5424 Blue Grass St,Orlando,FL,32810,M5888275017,https://www.realtor.com/realestateandhomes-detail/5424-Blue-Grass-St_Lockhart_FL_32810_M58882-75017,"Come see this great 3 bedroom 1 bathroom home located in a prime location in Orlando close to everything. Featuring beautiful wood floors, fresh carpet throughout, new water heater. New touches to landscaping in front and back yard. Cute little fenced yard with fire pit and deck all ready to enjoy the beautiful weather! You can also enjoy the quiet from your screened in back porch.",come see great 3 bedroom 1 bathroom home locate prime location orlando close everything feature beautiful wood floor fresh carpet throughout new water heater new touch landscape front back yard cute little fence yard fire pit deck ready enjoy beautiful weather also enjoy quiet screen back porch,not-distressed,distressed
1324 S 28th St,Louisville,KY,40211,M3624734580,https://www.realtor.com/realestateandhomes-detail/1324-S-28th-St_Louisville_KY_40211_M36247-34580,"INVESTORS, TAKE NOTICE...PROPERTY WILL NEED SOME WORK BUT COULD MAKE A GREAT FLIP, COULD BE CONVERTED TO MULTIFAMILY OR INVESTMENT PROPERTY. NO FHA/VA. Cash or Hard money lender. SELLER WILL NOT MAKE ANY REPAIRS. HOME BEING SOLD IN AS/IS CONDITION.",investors take noticeproperty need work could make great flip could convert multifamily investment property fhava cash hard money lender seller make repair home sell asis condition,distressed,distressed
1627 E 15th Ave,Spokane,WA,99203,M2874837833,https://www.realtor.com/realestateandhomes-detail/1627-E-15th-Ave_Spokane_WA_99203_M28748-37833,"Adorable Perry district bungalow is waiting for you. Nestled in the heart of this desirable neighborhood, you are just blocks away from all the attractions the Perry district has to offer. The beauty comes ready with a newer roof, windows, gutters and hot water tank and not to overlook, a 2 car detached garage! Downstairs bedroom is non-conforming.",adorable perry district bungalow wait nestle heart desirable neighborhood block away attractions perry district offer beauty come ready newer roof windows gutter hot water tank overlook 2 car detach garage downstairs bedroom nonconforming,not-distressed,distressed
9285 Hainsworth Ave,Las Vegas,NV,89148,M2865251193,https://www.realtor.com/realestateandhomes-detail/9285-Hainsworth-Ave_Las-Vegas_NV_89148_M28652-51193,"Beautiful MOVE IN Ready 3bdrm w/ 2car Garage, large paver patio and wraparound Yard! Don't settle for a 1car garage and no yard. Open floorplan with wood-look floors and ceiling fans - Upstairs Laundry room. Walk-in closet, what more could you want!Great Corner Lot Home at end of a quiet Culdesac, Good proximity to local Schools and Shopping, dog-friendly community park at your driveway! Excellent Southwest Location, just around the corner from Wet'n'Wild! Between Rhodes Ranch and the 215 at IKEA. 2blocks from awesome Public Aquatic Center at Faiss Park - Be sure to drive over and see it! UNCOMMONS at Durango/215 coming soon, search it online. Note Doggie Door, HOA allows 2dogs+2cats per home. Very Low HOA at $35/mo - Sorry, the Sellers are attached to the Washer/Dryer and Fridge, so those are moving too :(",beautiful move ready 3bdrm w 2car garage large paver patio wraparound yard dont settle 1car garage yard open floorplan woodlook floor ceiling fan upstairs laundry room walkin closet could wantgreat corner lot home end quiet culdesac good proximity local school shop dogfriendly community park driveway excellent southwest location around corner wetnwild rhodes ranch 215 ikea 2blocks awesome public aquatic center faiss park sure drive see uncommons durango215 come soon search online note doggie door hoa allow 2dogs2cats per home low hoa 35mo sorry sellers attach washerdryer fridge move,not-distressed,not-distressed
9060 Pearl Cotton Ave,Las Vegas,NV,89149,M2574528203,https://www.realtor.com/realestateandhomes-detail/9060-Pearl-Cotton-Ave_Las-Vegas_NV_89149_M25745-28203,"BEAUTIFUL 3 BEDROOMS, 2.5 BATHS HOME WITH GRANITE COUNTERS IN GOOD SIZED KITCHEN. ALL TILES DOWNSTAIRS & CARPETS UPSTAIRS. LARGE MASTER SUITE WITH OVERSIZED WALK-IN CLOSET. ALL APPLIANCES INCLUDED. COMMUNITY POOL & PLAYGROUND. CONVENIENT TO SHOPPING & FREEWAY.",beautiful 3 bedrooms 25 bath home granite counter good size kitchen tile downstairs carpet upstairs large master suite oversized walkin closet appliances include community pool playground convenient shop freeway,not-distressed,not-distressed
4720 Bannister Ln,Las Vegas,NV,89130,M1063571821,https://www.realtor.com/realestateandhomes-detail/4720-Bannister-Ln_Las-Vegas_NV_89130_M10635-71821,"Lovely Single Story Home with 3 Bedrooms, 2 Baths, 2 Car Garage on an Oversized Lot. Home features Living Room with Cozy Gas Fireplace, Dining Room with Access to Back Yard Patio that's Perfect for Entertaining. Home Has Additional RV/Boat Parking. Kitchen and Bathrooms have Granite Countertops. Newer AC Unit. NO HOA!!! Don't Miss out on this Fabulous Home.",lovely single story home 3 bedrooms 2 bath 2 car garage oversized lot home feature live room cozy gas fireplace din room access back yard patio thats perfect entertain home additional rvboat park kitchen bathrooms granite countertops newer ac unit hoa dont miss fabulous home,not-distressed,undecided
4301 5th Ave,Birmingham,AL,35224,M7586465271,https://www.realtor.com/realestateandhomes-detail/4301-5th-Ave_Birmingham_AL_35224_M75864-65271,Great for Rental!! Cute 3BR/1BA with small covered front porch. Sold As Is and Cash Only. Needs TLC!!,great rental cute 3br1ba small cover front porch sell cash need tlc,distressed,distressed
2514 N Perry St,Spokane,WA,99207,M1816992268,https://www.realtor.com/realestateandhomes-detail/2514-N-Perry-St_Spokane_WA_99207_M18169-92268,"Beautiful Craftsman style home boasts original woodwork including built-ins & hardwood floors. Open living+dining w/ brick & marble fireplace plumbed for gas insert. High-eff gas furnace, cent. air, & bathroom w/heated floors, large kitchen, hardwired smoke & CO alarms! 3 Bedrooms + one potential non-confirming in basement. Comfortable spacious fully fenced yard leads to the NEWER garage/shop w alley access! Within walking distance to Centennial Trail, Mission & Riverfront Park, & Gonzaga! 360 Tour available!! Additional RV Parking off side of shop/garage- not pictured.",beautiful craftsman style home boast original woodwork include builtins hardwood floor open livingdining w brick marble fireplace plumb gas insert higheff gas furnace cent air bathroom wheated floor large kitchen hardwired smoke co alarm 3 bedrooms one potential nonconfirming basement comfortable spacious fully fence yard lead newer garageshop w alley access within walk distance centennial trail mission riverfront park gonzaga 360 tour available additional rv park side shopgarage picture,not-distressed,distressed
8083 Bryden St,Detroit,MI,48204,M4859479771,https://www.realtor.com/realestateandhomes-detail/8083-Bryden-St_Detroit_MI_48204_M48594-79771,"Great Investment property! Tenant occupied, do not disturb tenant. BATIVA! Cash offers only! Please submit buyers proof of funds with offer. Package deal available on 10 properties, all tenant occupied. Due to Covid-19 all showings will be at home buyers inspection, 2 people only. Tenant lease is a month to month. Buyer to pay a $395 transaction fee. MLS# FOR ALL TEN ARE 2200077783, 2200077806, 2200077802, 2200077800, 2200077799, 2200077797, 2200077794, 2200077791, 2200077789, 2200077784",great investment property tenant occupy disturb tenant bativa cash offer please submit buyers proof fund offer package deal available 10 properties tenant occupy due covid19 show home buyers inspection 2 people tenant lease month month buyer pay 395 transaction fee mls ten 2200077783 2200077806 2200077802 2200077800 2200077799 2200077797 2200077794 2200077791 2200077789 2200077784,distressed,remove
602 Mesilla St NE,Albuquerque,NM,87108,M1167384495,https://www.realtor.com/realestateandhomes-detail/602-Mesilla-St-NE_Albuquerque_NM_87108_M11673-84495,"Adobe, Pueblo-style hacienda on two and one-half lots in Northeast ABQ! Classic NM styling; thick adobe walls, beams, vigas, tongue-&-groove, hand-carved lintels & custom woodwork throughout. More modern features include Marvin windows & alarm system. Two auto gates, detached garage, workshop/studio, porte-cochere, 3 carports, 2 storage bldgs & greenhouse. Lovely backyard oasis enclosed by ivy-covered walls. Very private and in the middle of town!",adobe pueblostyle hacienda two onehalf lot northeast abq classic nm style thick adobe wall beam vigas tonguegroove handcarved lintels custom woodwork throughout modern feature include marvin windows alarm system two auto gate detach garage workshopstudio portecochere 3 carports 2 storage bldgs greenhouse lovely backyard oasis enclose ivycovered wall private middle town,distressed,not-distressed
2915 W Kentucky St,Louisville,KY,40211,M3473956577,https://www.realtor.com/realestateandhomes-detail/2915-W-Kentucky-St_Louisville_KY_40211_M34739-56577,"Nice rental to add to your portfolio!! Long term tenant wanting to stay pays $800/m & ALL utilities. Only serious inquires only due to COVID. 48 hour notice to show, home is being sold in as/is where/is condition. Seller will not make any repairs or reduce sales price after any inspections. Sqft to be determined by an appraiser, the amount that is listed is not warranted by Broker/Seller. AGENTS, PLEASE VIEW AGENTS NOTES",nice rental add portfolio long term tenant want stay pay 800m utilities serious inquire due covid 48 hour notice show home sell asis whereis condition seller make repair reduce sales price inspections sqft determine appraiser amount list warrant brokerseller agents please view agents note,distressed,distressed
9316 Laneyvale Ave,Dallas,TX,75217,M8671613595,https://www.realtor.com/realestateandhomes-detail/9316-Laneyvale-Ave_Dallas_TX_75217_M86716-13595,"LOOKING FOR A HOME FOR A LARGE FAMILY WELL HERE IT IS THIS HOME HAS 4BED 2 BATH IN THE MAIN HOUSE. HOME HAS A 2 STORY BUILDING IN THE BACK THAT HAS 1 BEDROOM APARTMENT AND A LARGE WORKSHOP WITH HVAC AND ELECTRICITY AND WATER. THE PROPERTY IS FENCED AROUND ENTIER YARD. SIDE PARKING WITH COVER. THE PROPERTY HAS MATURED TREES AND ANOTHER STORAGE SHEAD AND YOU STILL HAVE A NICE BIG YARD TO ENJOY. ESTABLISHED NEIGHBORHOOD CLOSE TO SHOPS AND ENTERTAINMENT, PARKS, WALKING TRAILS. BUYER AND BUYERS AGENT TO VERIFY SQ. FT.",look home large family well home 4bed 2 bath main house home 2 story build back 1 bedroom apartment large workshop hvac electricity water property fence around entier yard side park cover property mature tree another storage shead still nice big yard enjoy establish neighborhood close shop entertainment park walk trail buyer buyers agent verify sq ft,not-distressed,not-distressed
5081 Troy St,Denver,CO,80239,M1581313797,https://www.realtor.com/realestateandhomes-detail/5081-Troy-St_Denver_CO_80239_M15813-13797,"BOM price reduced for as-is sale. Inspection report available. This is HOME.. it feels great! Wonderful opportunity for 4 bedrooms, 2 baths and a 1 car garage! Original hardwood floors and contemporary newer granite kitchen with island. Microwave, cabinets and stove new in 2017. Sink and disposal new in 2019. Updated bathrooms include solid counter tops and newer tile. Washer and dryer included. Roof replaced in 2019, furnace approximately 9 years old and hot water heater about 5 years old. Nice flat backyard with a storage shed and place for the trampoline. Mature landscaping and easy access to major highways. Newer windows on backside of home. Two way mirrored security door for privacy. In the process of getting all the details on the solar lease. Tesla.com/realestate Needs verification but should be $33.00 per month for 14 more years.The following clause MUST be in the offer to be accepted. The sale is contingent upon the seller contracting a replacement home within 2 weeks of offer acceptance. Closing and possession must coincide and be concurrent or the contract is null and void.",bom price reduce asis sale inspection report available home feel great wonderful opportunity 4 bedrooms 2 bath 1 car garage original hardwood floor contemporary newer granite kitchen island microwave cabinets stave new 2017 sink disposal new 2019 update bathrooms include solid counter top newer tile washer dryer include roof replace 2019 furnace approximately 9 years old hot water heater 5 years old nice flat backyard storage shed place trampoline mature landscape easy access major highways newer windows backside home two way mirror security door privacy process get detail solar lease teslacomrealestate need verification 3300 per month 14 yearsthe follow clause must offer accept sale contingent upon seller contract replacement home within 2 weeks offer acceptance close possession must coincide concurrent contract null void,distressed,not-distressed
2514 Arizona Ave,Dallas,TX,75216,M7978098258,https://www.realtor.com/realestateandhomes-detail/2514-Arizona-Ave_Dallas_TX_75216_M79780-98258,"This home has retained it's mid century charm, with redone original hardwood flooring, fresh paint inside and out and rare unfinished basement for additional space (408 sqft not included in total square footage)that can be used as third bedroom, storage, workshop or studio space. Relax in your backyard with the burbling sound of the creek adjacent to the property. Minutes from Bishop Arts, Wynnewood Village Shopping Center, and the the new Southern Gateway Deck Park (coming soon, aboveI-35)Hurry this home won't last long.",home retain mid century charm redo original hardwood floor fresh paint inside rare unfinished basement additional space 408 sqft include total square footagethat use third bedroom storage workshop studio space relax backyard burble sound creek adjacent property minutes bishop arts wynnewood village shop center new southern gateway deck park come soon abovei35hurry home wont last long,not-distressed,distressed
4453 Janice Dr,Atlanta,GA,30337,M5888688609,https://www.realtor.com/realestateandhomes-detail/4453-Janice-Dr_College-Park_GA_30337_M58886-88609,"CUTE Rancher with TONs of YARD near Airport & Shopping!! Freshly updated on nearly 1 acre lot! Loads of natural light and screened in patio bring the outdoors in! Sit on the front deck with a glass of tea and relax! Enjoy the large fenced in back yard! SS fridge, DW, & microwave included. Extra room for office/den/craft room. No HOA. Perfect for first time homebuyers or investors!",cute rancher tons yard near airport shop freshly update nearly 1 acre lot load natural light screen patio bring outdoors sit front deck glass tea relax enjoy large fence back yard ss fridge dw microwave include extra room officedencraft room hoa perfect first time homebuyers investors,not-distressed,not-distressed
7934 Valladolid Ave,Las Vegas,NV,89178,M2117378663,https://www.realtor.com/realestateandhomes-detail/7934-Valladolid-Ave_Las-Vegas_NV_89178_M21173-78663,"GORGEOUS RENOVATED HOME IN MOUNTAINS EDGE MASTER PLAN COMMUNITY! KITCHEN HAS LAMINATE COUNTERTOPS, BREAKFAST BAR, A PANTRY, AND RECESSED LIGHTING. ALL BEDROOMS UPSTAIRS WITH CABLE AND TELEPHONE HOOKUP AVAILABLE. LAUNDRY ROOM ALSO ON SECOND LEVEL. MASTER BEDROOM IS SEPARATE WITH MIRROR DOORS AND WALK-IN CLOSET. MASTER BATH HAS DOUBLE SINKS AND TUB/SHOWER COMBO",gorgeous renovate home mountains edge master plan community kitchen laminate countertops breakfast bar pantry recess light bedrooms upstairs cable telephone hookup available laundry room also second level master bedroom separate mirror doors walkin closet master bath double sink tubshower combo,not-distressed,not-distressed
824 W Kiernan Ave,Spokane,WA,99205,M2532382194,https://www.realtor.com/realestateandhomes-detail/824-W-Kiernan-Ave_Spokane_WA_99205_M25323-82194,"Charming and updated craftsman, two blocks from everything the Garland District has to offer. Inviting covered front porch on both levels. All the period charm of original leaded glass windows, built-ins and wood floors. The modern conveniences of updated electrical, hi-eff gas heat, a remodeled kitchen with newer appliances, main floor laundry, and vinyl windows upstairs. Main floor master with claw foot tub and walk-in closet. Gorgeous back yard with large patio, water feature, koi pond and multiple raised garden beds. Fully fenced with drive thru gate for secure parking. The detached garage has been transformed into an additional 320 sq ft living space. Fully finished and insulated with ample electrical, lighting, heat and cable. Perfect for a studio, home office, or private retreat. One year home warranty provided so you can rest easy in your new home.",charm update craftsman two block everything garland district offer invite cover front porch level period charm original lead glass windows builtins wood floor modern conveniences update electrical hieff gas heat remodel kitchen newer appliances main floor laundry vinyl windows upstairs main floor master claw foot tub walkin closet gorgeous back yard large patio water feature koi pond multiple raise garden bed fully fence drive thru gate secure park detach garage transform additional 320 sq ft live space fully finish insulate ample electrical light heat cable perfect studio home office private retreat one year home warranty provide rest easy new home,not-distressed,undecided
8920 W Bradbury Dr,Boise,ID,83704,M1968500611,https://www.realtor.com/realestateandhomes-detail/8920-W-Bradbury-Dr_Boise_ID_83704_M19685-00611,"Classic Mid-Century inspired charm! This single level residence offers amazing curb appeal & a great potential to personalize or fall in love as-is. Enjoy the continuous flow between living spaces for effortless entertaining both indoor and out. The covered outdoor patio and expansive backyard makes for a private escape to enjoy all year round. This fantastic location is conveniently settled near shopping, restaurants & entertainment! Settle into this cozy home and enjoy!",classic midcentury inspire charm single level residence offer amaze curb appeal great potential personalize fall love asis enjoy continuous flow live space effortless entertain indoor cover outdoor patio expansive backyard make private escape enjoy year round fantastic location conveniently settle near shop restaurants entertainment settle cozy home enjoy,distressed,distressed
1602 McKinnie Ave,Fort Wayne,IN,46806,M3358355758,https://www.realtor.com/realestateandhomes-detail/1602-McKinnie-Ave_Fort-Wayne_IN_46806_M33583-55758,Investor Opportunity ! 3 bedroom 2 bath ranch with off street parking. Offered AS IS - Cash only. Features large kitchen and family room. Big corner lot.,investor opportunity 3 bedroom 2 bath ranch street park offer cash feature large kitchen family room big corner lot,distressed,distressed
2918 Reed Ln,Dallas,TX,75215,M8908638288,https://www.realtor.com/realestateandhomes-detail/2918-Reed-Ln_Dallas_TX_75215_M89086-38288,"Seller spend more than $40, 000 for the repair and upgrades three years ago. Sale AS-IS, no repairs . Seller doesn't have survey , buyer has to order a new survey at buyer's cost. Tenants are on month by month lease , they will move out on December 5. Buyer has to verify all the information .",seller spend 40 000 repair upgrade three years ago sale asis repair seller doesnt survey buyer order new survey buyers cost tenant month month lease move december 5 buyer verify information,distressed,distressed
2424 11th St S,Saint Petersburg,FL,33705,M6583958076,https://www.realtor.com/realestateandhomes-detail/2424-11th-St-S_Saint-Petersburg_FL_33705_M65839-58076,"INSTANT EQUITY! Investment Property. Please do not disturb tenants. House is being sold AS-IS, Cash or Hard Money only. PLEASE DO NOT DISTURB TENANTS",instant equity investment property please disturb tenant house sell asis cash hard money please disturb tenant,distressed,distressed
1207 Landon St,Durham,NC,27703,M5172694143,https://www.realtor.com/realestateandhomes-detail/1207-Landon-St_Durham_NC_27703_M51726-94143,"Great opportunity for investors or buyer willing to put in some sweat equity. Lots of potential but needs some TLC. 4 BR/2 Bath, Formal Living Room, Family Room w/Fireplace, Informal Dining, Hardwoods, Large Fenced-In Backyard. Minutes from DPAC, DBAP and all the entertainment and nightlife Downtown Durham has to offer. Easy commute to Hwy 70 and I-85. Home sold AS-IS.",great opportunity investors buyer will put sweat equity lot potential need tlc 4 br2 bath formal live room family room wfireplace informal din hardwoods large fencedin backyard minutes dpac dbap entertainment nightlife downtown durham offer easy commute hwy 70 i85 home sell asis,distressed,distressed
125 W Columbia Ave,Spokane,WA,99205,M2202895808,https://www.realtor.com/realestateandhomes-detail/125-W-Columbia-Ave_Spokane_WA_99205_M22028-95808,"Wonderful Franklin Park Area Rancher on a Quiet Street. This Home Offers 2 Main Floor Bedrooms w/ Updated Full Bath, 2 Egress Basement Bedrooms (Larger Basement Bedroom Could be Family Room), Huge Covered Back Porch Great for Entertaining, Spacious Kitchen w/Eating Area, Newer Main Floor Flooring, Sprinkler System & Gas Forced Air Heating. All Appliances Stay! Room for Toys, RV Parking, 2 Large Sheds Offer Plenty of Storage. Close to Shopping, Schools, Parks & More!",wonderful franklin park area rancher quiet street home offer 2 main floor bedrooms w update full bath 2 egress basement bedrooms larger basement bedroom could family room huge cover back porch great entertain spacious kitchen weating area newer main floor floor sprinkler system gas force air heat appliances stay room toy rv park 2 large shed offer plenty storage close shop school park,not-distressed,not-distressed
506 McWilliams Rd SE,Atlanta,GA,30315,M5971759990,https://www.realtor.com/realestateandhomes-detail/506-McWilliams-Rd-SE_Atlanta_GA_30315_M59717-59990,Amazing investment property 10 min from downtown and the airport 15 mins from East Atlanta Village for convenient shopping and restaurants. This home is perfect for a first-time investor looking for a Cash Flowing Cow or a nice starter home for a first-time buyer. A HIDDEN GEM! Don't miss this one it won't last!,amaze investment property 10 min downtown airport 15 mins east atlanta village convenient shop restaurants home perfect firsttime investor look cash flow cow nice starter home firsttime buyer hide gem dont miss one wont last,distressed,distressed
1501 NW 2nd St,Meridian,ID,83642,M2820808391,https://www.realtor.com/realestateandhomes-detail/1501-NW-2nd-St_Meridian_ID_83642_M28208-08391,"This peaceful oasis in the Northwest will call to everyone seeking a comfortable life in one of Meridians quiet neighborhoods. While the eclectic Village at Meridian is nearby , all of your education needs are also in close proximity. With a spacious yard and a canopy of landscape. This home offers a feel for Idahos spacious wilderness while enjoying the comforts of one of our gem cities. Open house are scheduled for 10/9 from 4 to 7pm and 10/10 from 10am to 1pm",peaceful oasis northwest call everyone seek comfortable life one meridians quiet neighborhoods eclectic village meridian nearby education need also close proximity spacious yard canopy landscape home offer feel idahos spacious wilderness enjoy comfort one gem cities open house schedule 109 4 7pm 1010 10am 1pm,distressed,distressed
4204 W Olympic Ave,Spokane,WA,99205,M1371102117,https://www.realtor.com/realestateandhomes-detail/4204-W-Olympic-Ave_Spokane_WA_99205_M13711-02117,"Cute as a button!! Shadle bungalow ready for you to move right in! This adorable home sits on an oversized corner fenced lot. Enjoy your morning coffee on the covered front porch. Main floor boasts an inviting living room with a charming fireplace, dining area that leads into the charming kitchen. 2 bedrooms and 1 bath up. Lower level has a family room, oversized laundry and an egress bedroom. Walking distance to the VA hospital. Close to everything....Don't miss out on this one.",cute button shadle bungalow ready move right adorable home sit oversized corner fence lot enjoy morning coffee cover front porch main floor boast invite live room charm fireplace din area lead charm kitchen 2 bedrooms 1 bath lower level family room oversized laundry egress bedroom walk distance va hospital close everythingdont miss one,not-distressed,not-distressed
2321 NW 13th Ct,Fort Lauderdale,FL,33311,M5501856082,https://www.realtor.com/realestateandhomes-detail/2321-NW-13th-Ct_Fort-Lauderdale_FL_33311_M55018-56082,"Cute 3 bedroom 2 bathroom with vaulted ceilings. Waterproof vinyl floors through out, kitchen in good shape. Needs minimal TLC to make it a great rental. Great investor opportunity.",cute 3 bedroom 2 bathroom vault ceilings waterproof vinyl floor kitchen good shape need minimal tlc make great rental great investor opportunity,distressed,distressed
7256 Twin Maples Ct,Las Vegas,NV,89148,M1878196398,https://www.realtor.com/realestateandhomes-detail/7256-Twin-Maples-Ct_Las-Vegas_NV_89148_M18781-96398,"DON'T MISS OUT TO CALL THIS PLACE HOME! SINGLE STORY AND SHARP! THIS 3 BED 2 BATH COZY GEM HAS A WONDERFUL OPEN ENTRY & CONCEPT. GORGEOUS VINYL FLOORING COMING SOON! NEWER WATER HEATER, GARAGE DOOR OPENER/HARDWARE, COVERED PATIO, WASHER & DRYER ARE ALL LESS THAN A YEAR OLD. WATER CONDITIONING SYSTEM AND ALL APPLIANCES ARE INCLUDED! LOW HOA AND THE ASSOCIATION HAS SUGGESTED TO NOT COLLECT ANY MONTHLY DUES FOR THE YEAR OF 2021...BONUS!! CONVENIENTLY LOCATED IN THE SOUTHWEST NEAR FREEWAYS, DINING, WATER PARK AND SHOPPING. WALKING DISTANCE TO RED RIDGE PARK THAT OFFERS BASKETBALL, DISC GOLF, WALKING PATHS AND MORE! COME TAKE A LOOK, YOU WON'T BE DISAPPOINTED!",dont miss call place home single story sharp 3 bed 2 bath cozy gem wonderful open entry concept gorgeous vinyl floor come soon newer water heater garage door openerhardware cover patio washer dryer less year old water condition system appliances include low hoa association suggest collect monthly dues year 2021bonus conveniently locate southwest near freeways din water park shop walk distance red ridge park offer basketball disc golf walk paths come take look wont disappoint,not-distressed,not-distressed
6525 Willow Oak Ct,Fort Worth,TX,76112,M8405582854,https://www.realtor.com/realestateandhomes-detail/6525-Willow-Oak-Ct_Fort-Worth_TX_76112_M84055-82854,"Wonderful, well kept home, located on a cul de sac in gated neighborhood and boasting a large lot with above ground pool! Master bedroom with private bath. Low maintenance stained concrete flooring throughout all bedrooms, and each rooom has plenty of closet space. Hard to find 4 beds, 2 baths in very central part of Fort Worth to various main roads and entire metroplex. Lease to own and seller finance offered! Contact agent for details. Washer, dryer, and refrigerator negotiable with a strong offer. Home in good condition, but will be sold as-is.",wonderful well keep home locate cul de sac gate neighborhood boast large lot grind pool master bedroom private bath low maintenance stain concrete floor throughout bedrooms rooom plenty closet space hard find 4 bed 2 bath central part fort worth various main roads entire metroplex lease seller finance offer contact agent detail washer dryer refrigerator negotiable strong offer home good condition sell asis,distressed,undecided
305 S Walbridge Ave,Madison,WI,53714,M7730824116,https://www.realtor.com/realestateandhomes-detail/305-S-Walbridge-Ave_Madison_WI_53714_M77308-24116,"Don't miss out on this opportunity! Solid home in a great neighborhood in need of some loving. Close to restaurants, post office, Woodman's, bus stops, etc. This home has good potential but requires some TLC. Send in an offer, and bring along a hammer and few nails. Home is being offered AS-IS Priced well below value.",dont miss opportunity solid home great neighborhood need love close restaurants post office woodmans bus stop etc home good potential require tlc send offer bring along hammer nail home offer asis price well value,distressed,distressed
5739 Schevers St,Houston,TX,77033,M8697578937,https://www.realtor.com/realestateandhomes-detail/5739-Schevers-St_Houston_TX_77033_M86975-78937,"Great investment property with great bones and some TLC needed. 3 bedrooms, 1 & 1/2 bath with 1, 283 sqft of living space and great size lot to entertain your family. Room dimensions are approximate.",great investment property great bone tlc need 3 bedrooms 1 12 bath 1 283 sqft live space great size lot entertain family room dimension approximate,distressed,distressed
